date,gender_group,age_group,value
2015-05-01,female,40_49,103.83368348970808
2015-06-01,female,40_49,93.84107209746531
2015-07-01,female,40_49,108.02898383272658
2015-08-01,female,40_49,93.50720981176694
2015-09-01,female,40_49,101.73603331819882
2015-10-01,female,40_49,86.15219529963741
2015-11-01,female,40_49,90.52815064998879
2015-12-01,female,40_49,76.56423126008778
2016-01-01,female,40_49,90.06046730163132
2016-02-01,female,40_49,84.03022369600279
2016-03-01,female,40_49,99.75902050854671
2016-04-01,female,40_49,77.76870439058257
2016-05-01,female,40_49,88.08723727958991
2016-06-01,female,40_49,80.5246531167527
2016-07-01,female,40_49,85.07158252771688
2016-08-01,female,40_49,81.7490045676507
2016-09-01,female,40_49,84.76279275447654
2016-10-01,female,40_49,79.6159059079049
2016-11-01,female,40_49,69.92930402244313
2016-12-01,female,40_49,67.95512786640938
2017-01-01,female,40_49,74.77919920046071
2017-02-01,female,40_49,71.01480110272922
2017-03-01,female,40_49,83.20502446248445
2017-04-01,female,40_49,94.7905341977671
2017-05-01,female,40_49,88.91874281575814
2017-06-01,female,40_49,88.79171295143497
2017-07-01,female,40_49,82.15179630473148
2017-08-01,female,40_49,99.18815475196698
2017-09-01,female,40_49,87.41793709349632
2017-10-01,female,40_49,70.71771636895409
2017-11-01,female,40_49,76.88565551596665
2017-12-01,female,40_49,60.1928251109454
2018-01-01,female,40_49,92.30793817009076
2018-02-01,female,40_49,81.40236207354094
2018-03-01,female,40_49,88.71120081821522
2018-04-01,female,40_49,71.74236866953025
2018-05-01,female,40_49,92.08031583382972
2018-06-01,female,40_49,92.98643941186414
2018-07-01,female,40_49,80.31821031781504
2018-08-01,female,40_49,92.08848037639513
2018-09-01,female,40_49,80.31667834615261
2018-10-01,female,40_49,74.81667538885621
2018-11-01,female,40_49,76.95429468568067
2018-12-01,female,40_49,75.88548503726844
2019-01-01,female,40_49,65.44778548132237
2019-02-01,female,40_49,77.3772313299246
2019-03-01,female,40_49,76.37233222174376
2019-04-01,female,40_49,73.35763489720125
2019-05-01,female,40_49,81.54509156549432
2019-06-01,female,40_49,84.41152508719047
2019-07-01,female,40_49,70.34293757265873
2019-08-01,female,40_49,68.48168965924553
2019-09-01,female,40_49,91.44581884445634
2019-10-01,female,40_49,64.45155481825947
2019-11-01,female,40_49,92.62681455826126
2019-12-01,female,40_49,70.34293757265873
2020-01-01,female,40_49,82.67411153572198
2020-02-01,female,40_49,61.78620225826286
2020-03-01,female,40_49,79.80593113647608
2020-04-01,female,40_49,71.58368193946659
2020-05-01,female,40_49,65.66920106050586
2020-06-01,female,40_49,82.83340654831488
2020-07-01,female,40_49,74.60834455662715
2020-08-01,female,40_49,110.90429596255387
2020-09-01,female,40_49,116.11793812259005
2020-10-01,female,40_49,151.233130858028
2020-11-01,female,40_49,116.30829672612973
2020-12-01,female,40_49,89.73165764242995
2021-01-01,female,40_49,113.42481203007519
2021-02-01,female,40_49,85.16409266409266
2021-03-01,female,40_49,108.0
2021-04-01,female,40_49,85.0
2021-05-01,female,40_49,70.0
2021-06-01,female,40_49,79.0
2009-01-01,female,50_59,115.97878077531782
2009-02-01,female,50_59,120.69804277227671
2009-03-01,female,50_59,123.02581122706614
2009-04-01,female,50_59,159.31867226170561
2009-05-01,female,50_59,115.09440789357777
2009-06-01,female,50_59,104.36540976848413
2009-07-01,female,50_59,112.21285438378142
2009-08-01,female,50_59,108.77719603174981
2009-09-01,female,50_59,98.83861888680691
2009-10-01,female,50_59,122.4710959153308
2009-11-01,female,50_59,104.89677984763534
2009-12-01,female,50_59,101.72682221487715
2010-01-01,female,50_59,112.12841147188543
2010-02-01,female,50_59,122.32447992321012
2010-03-01,female,50_59,125.1283059998049
2010-04-01,female,50_59,105.39221818904186
2010-05-01,female,50_59,91.3236974081208
2010-06-01,female,50_59,114.96969352817126
2010-07-01,female,50_59,137.4334862681203
2010-08-01,female,50_59,104.97232887354767
2010-09-01,female,50_59,105.97206533901003
2010-10-01,female,50_59,96.10474770428398
2010-11-01,female,50_59,146.62954008545634
2010-12-01,female,50_59,107.11500368105133
2011-01-01,female,50_59,119.59306081588976
2011-02-01,female,50_59,96.60382685973742
2011-03-01,female,50_59,119.61046186507907
2011-04-01,female,50_59,142.25859890654246
2011-05-01,female,50_59,147.5456542474306
2011-06-01,female,50_59,110.9740185254778
2011-07-01,female,50_59,129.6425450063993
2011-08-01,female,50_59,126.68869693238052
2011-09-01,female,50_59,100.22223890901041
2011-10-01,female,50_59,112.17026564530958
2011-11-01,female,50_59,82.97122880409556
2011-12-01,female,50_59,103.87310661248925
2012-01-01,female,50_59,101.90604741112237
2012-02-01,female,50_59,101.90604741112237
2012-03-01,female,50_59,113.10891385372389
2012-04-01,female,50_59,103.28845315123051
2012-05-01,female,50_59,108.91927458595748
2012-06-01,female,50_59,109.5835040687278
2012-07-01,female,50_59,123.23399694671468
2012-08-01,female,50_59,97.61526646749617
2012-09-01,female,50_59,98.96324193130621
2012-10-01,female,50_59,95.60396290017138
2012-11-01,female,50_59,99.76065693930927
2012-12-01,female,50_59,99.00785785154989
2013-01-01,female,50_59,112.41791730273498
2013-02-01,female,50_59,84.72285118445113
2013-03-01,female,50_59,111.19874217959212
2013-04-01,female,50_59,88.17637306645882
2013-05-01,female,50_59,113.9195624669651
2013-06-01,female,50_59,109.08067089998083
2013-07-01,female,50_59,94.65869628580361
2013-08-01,female,50_59,85.90584908845368
2013-09-01,female,50_59,96.51651304749628
2013-10-01,female,50_59,93.34030006660792
2013-11-01,female,50_59,89.3658184101844
2013-12-01,female,50_59,103.78549270095264
2014-01-01,female,50_59,80.44114069695672
2014-02-01,female,50_59,84.19949303885329
2014-03-01,female,50_59,91.29871338216171
2014-04-01,female,50_59,94.54760184608618
2014-05-01,female,50_59,99.8981410677816
2014-06-01,female,50_59,86.11128648544798
2014-07-01,female,50_59,80.01929662904107
2014-08-01,female,50_59,104.92762604782502
2014-09-01,female,50_59,93.3736841408472
2014-10-01,female,50_59,106.86099407230292
2014-11-01,female,50_59,99.75065534273102
2014-12-01,female,50_59,93.3736841408472
2015-01-01,female,50_59,91.94136824117312
2015-02-01,female,50_59,87.76221513930162
2015-03-01,female,50_59,105.52361582225552
2015-04-01,female,50_59,84.77177522839611
2015-05-01,female,50_59,90.89657996570524
2015-06-01,female,50_59,80.87585843515582
2015-07-01,female,50_59,107.61319237319127
2015-08-01,female,50_59,82.68132103018054
2015-09-01,female,50_59,87.76221513930162
2015-10-01,female,50_59,88.96038338612487
2015-11-01,female,50_59,83.88810970909957
2015-12-01,female,50_59,81.49348548649436
2016-01-01,female,50_59,95.98062057463075
2016-02-01,female,50_59,78.55071592968783
2016-03-01,female,50_59,87.77767324930532
2016-04-01,female,50_59,88.11335659310365
2016-05-01,female,50_59,97.18479016003603
2016-06-01,female,50_59,88.67774727003928
2016-07-01,female,50_59,67.01236643588697
2016-08-01,female,50_59,59.58638789824244
2016-09-01,female,50_59,91.8075501148642
2016-10-01,female,50_59,71.07681299215292
2016-11-01,female,50_59,100.15369103439731
2016-12-01,female,50_59,78.41226144353021
2017-01-01,female,50_59,59.65506769390333
2017-02-01,female,50_59,81.47502813823813
2017-03-01,female,50_59,91.61313967278011
2017-04-01,female,50_59,89.48260154085499
2017-05-01,female,50_59,98.50056226789049
2017-06-01,female,50_59,81.2537839733471
2017-07-01,female,50_59,91.61313967278011
2017-08-01,female,50_59,90.71680320123325
2017-09-01,female,50_59,74.56883461737915
2017-10-01,female,50_59,77.93151872903351
2017-11-01,female,50_59,82.02571807911707
2017-12-01,female,50_59,82.24271733329464
2018-01-01,female,50_59,88.18606126554025
2018-02-01,female,50_59,80.48782140576351
2018-03-01,female,50_59,82.45871922645665
2018-04-01,female,50_59,94.41240809692349
2018-05-01,female,50_59,97.62369365539308
2018-06-01,female,50_59,74.96247202405151
2018-07-01,female,50_59,77.25573877976906
2018-08-01,female,50_59,86.9035200769534
2018-09-01,female,50_59,72.96236159761767
2018-10-01,female,50_59,77.10425693902441
2018-11-01,female,50_59,91.02585888634826
2018-12-01,female,50_59,94.23853625880761
2019-01-01,female,50_59,73.4131162620966
2019-02-01,female,50_59,66.24232944435757
2019-03-01,female,50_59,88.32310592581008
2019-04-01,female,50_59,78.28638934333166
2019-05-01,female,50_59,94.51698493882226
2019-06-01,female,50_59,68.24967276085324
2019-07-01,female,50_59,83.30474763457087
2019-08-01,female,50_59,77.45072359309488
2019-09-01,female,50_59,72.26435939384461
2019-10-01,female,50_59,72.41943312644942
2019-11-01,female,50_59,84.46900675813836
2019-12-01,female,50_59,80.29373265982734
2020-01-01,female,50_59,74.49680607071477
2020-02-01,female,50_59,59.67108409180187
2020-03-01,female,50_59,79.68662232753937
2020-04-01,female,50_59,66.44309730631318
2020-05-01,female,50_59,68.59738154370454
2020-06-01,female,50_59,68.58842531532767
2020-07-01,female,50_59,110.73849551052196
2020-08-01,female,50_59,107.71835472387136
2020-09-01,female,50_59,96.7883214007549
2020-10-01,female,50_59,133.89290820817655
2020-11-01,female,50_59,104.01604337873368
2020-12-01,female,50_59,84.56394202621676
2021-01-01,female,50_59,83.31203007518798
2021-02-01,female,50_59,93.17953667953668
2021-03-01,female,50_59,93.0
2021-04-01,female,50_59,85.0
2021-05-01,female,50_59,88.0
2021-06-01,female,50_59,98.0
2009-01-01,female,60_69,133.19639978093366
2009-02-01,female,60_69,130.91241455427112
2009-03-01,female,60_69,141.25450219018012
2009-04-01,female,60_69,147.29917137087165
2009-05-01,female,60_69,161.62450613187028
2009-06-01,female,60_69,143.96123337912653
2009-07-01,female,60_69,145.65318291085507
2009-08-01,female,60_69,119.92201637263668
2009-09-01,female,60_69,131.18428159409598
2009-10-01,female,60_69,144.81786072867314
2009-11-01,female,60_69,131.19280744648555
2009-12-01,female,60_69,141.08472514427845
2010-01-01,female,60_69,129.10206469131882
2010-02-01,female,60_69,115.26493730003503
2010-03-01,female,60_69,150.10067381661307
2010-04-01,female,60_69,120.40549927495529
2010-05-01,female,60_69,163.52175109405644
2010-06-01,female,60_69,150.90662674732943
2010-07-01,female,60_69,155.435253237798
2010-08-01,female,60_69,160.90044308821217
2010-09-01,female,60_69,131.91837569965222
2010-10-01,female,60_69,141.10374917393509
2010-11-01,female,60_69,166.65660687082126
2010-12-01,female,60_69,148.10648516748103
2011-01-01,female,60_69,150.62054137880347
2011-02-01,female,60_69,125.54655895323381
2011-03-01,female,60_69,136.09766804246567
2011-04-01,female,60_69,131.7254655189862
2011-05-01,female,60_69,181.62858017048995
2011-06-01,female,60_69,177.15022433424204
2011-07-01,female,60_69,160.5747647474124
2011-08-01,female,60_69,131.73155568897909
2011-09-01,female,60_69,124.09317316172272
2011-10-01,female,60_69,134.86690972416005
2011-11-01,female,60_69,129.49577802210675
2011-12-01,female,60_69,113.09350910772383
2012-01-01,female,60_69,121.14175407754573
2012-02-01,female,60_69,130.62241309231018
2012-03-01,female,60_69,129.0586236397966
2012-04-01,female,60_69,113.05349260229305
2012-05-01,female,60_69,129.20010383931844
2012-06-01,female,60_69,127.65859125341959
2012-07-01,female,60_69,147.55711282922059
2012-08-01,female,60_69,134.83603932109438
2012-09-01,female,60_69,132.0431162175662
2012-10-01,female,60_69,141.3547321455407
2012-11-01,female,60_69,112.71450161997733
2012-12-01,female,60_69,113.07986467223009
2013-01-01,female,60_69,142.4190952672806
2013-02-01,female,60_69,124.30750999597885
2013-03-01,female,60_69,130.62823084323202
2013-04-01,female,60_69,124.69841411546305
2013-05-01,female,60_69,135.55928966023802
2013-06-01,female,60_69,121.14714957235228
2013-07-01,female,60_69,133.30481649528772
2013-08-01,female,60_69,128.70704835064205
2013-09-01,female,60_69,113.94329407578229
2013-10-01,female,60_69,113.9501917229098
2013-11-01,female,60_69,117.46809178244958
2013-12-01,female,60_69,108.50570787784595
2014-01-01,female,60_69,100.23539487057884
2014-02-01,female,60_69,90.3870240347511
2014-03-01,female,60_69,128.57781686846664
2014-04-01,female,60_69,131.87887190484125
2014-05-01,female,60_69,116.48407993380951
2014-06-01,female,60_69,108.87637718700805
2014-07-01,female,60_69,120.48261107238962
2014-08-01,female,60_69,143.28803833190565
2014-09-01,female,60_69,102.65486991917902
2014-10-01,female,60_69,122.35630960063762
2014-11-01,female,60_69,125.65861600284917
2014-12-01,female,60_69,94.35952689540697
2015-01-01,female,60_69,96.28189145364402
2015-02-01,female,60_69,107.79385673614495
2015-03-01,female,60_69,103.60768754250824
2015-04-01,female,60_69,96.44563616700057
2015-05-01,female,60_69,115.11965282500917
2015-06-01,female,60_69,102.05361853655198
2015-07-01,female,60_69,123.49199121228256
2015-08-01,female,60_69,89.11026537407753
2015-09-01,female,60_69,92.09572226000734
2015-10-01,female,60_69,93.30313202742931
2015-11-01,female,60_69,87.18002905543577
2015-12-01,female,60_69,108.84039903455412
2016-01-01,female,60_69,86.05685766262891
2016-02-01,female,60_69,87.45959772290904
2016-03-01,female,60_69,109.60913289681125
2016-04-01,female,60_69,98.27770940517993
2016-05-01,female,60_69,112.80437841639854
2016-06-01,female,60_69,94.5563003947404
2016-07-01,female,60_69,122.6245875956842
2016-08-01,female,60_69,88.35986323120356
2016-09-01,female,60_69,90.30657902868467
2016-10-01,female,60_69,100.05795580648905
2016-11-01,female,60_69,82.86956663808711
2016-12-01,female,60_69,91.56424229620329
2017-01-01,female,60_69,97.01960540659451
2017-02-01,female,60_69,86.90699660129269
2017-03-01,female,60_69,87.42425981693131
2017-04-01,female,60_69,89.55655883685647
2017-05-01,female,60_69,101.79660245207607
2017-06-01,female,60_69,84.53097726996765
2017-07-01,female,60_69,90.62270834681904
2017-08-01,female,60_69,80.11039461519178
2017-09-01,female,60_69,83.159661777081
2017-10-01,female,60_69,81.20124121800812
2017-11-01,female,60_69,73.56431618741782
2017-12-01,female,60_69,65.20717069001275
2018-01-01,female,60_69,69.96192171248101
2018-02-01,female,60_69,76.2587246428524
2018-03-01,female,60_69,88.95825030105775
2018-04-01,female,60_69,90.19614352758293
2018-05-01,female,60_69,95.55779722071613
2018-06-01,female,60_69,79.31217496720811
2018-07-01,female,60_69,85.91134547501966
2018-08-01,female,60_69,81.60715199830989
2018-09-01,female,60_69,81.61422148008533
2018-10-01,female,60_69,84.67110570823569
2018-11-01,female,60_69,66.45074118874193
2018-12-01,female,60_69,76.09681652259157
2019-01-01,female,60_69,87.72591548422892
2019-02-01,female,60_69,74.46998004737709
2019-03-01,female,60_69,80.50808653770497
2019-04-01,female,60_69,75.47633112909841
2019-05-01,female,60_69,79.64654736027506
2019-06-01,female,60_69,76.48268221081972
2019-07-01,female,60_69,88.55889519147547
2019-08-01,female,60_69,63.537944492243625
2019-09-01,female,60_69,50.317554086065606
2019-10-01,female,60_69,68.57872307112014
2019-11-01,female,60_69,59.487808514550856
2019-12-01,female,60_69,53.336607331229544
2020-01-01,female,60_69,66.49790199245324
2020-02-01,female,60_69,49.59821772487061
2020-03-01,female,60_69,78.74282732808804
2020-04-01,female,60_69,70.52807787078373
2020-05-01,female,60_69,74.7116657938655
2020-06-01,female,60_69,67.6355142586872
2020-07-01,female,60_69,92.69404520160148
2020-08-01,female,60_69,75.56579771869687
2020-09-01,female,60_69,87.78676631403611
2020-10-01,female,60_69,112.84492459325398
2020-11-01,female,60_69,83.88789016229168
2020-12-01,female,60_69,76.57334168827948
2021-01-01,female,60_69,61.22932330827068
2021-02-01,female,60_69,75.14478764478764
2021-03-01,female,60_69,92.0
2021-04-01,female,60_69,74.0
2021-05-01,female,60_69,67.0
2021-06-01,female,60_69,66.0
2009-01-01,female,70_79,100.03732506712647
2009-02-01,female,70_79,96.5841520261647
2009-03-01,female,70_79,117.03173416113414
2009-04-01,female,70_79,127.02660304255792
2009-05-01,female,70_79,127.18458128142946
2009-06-01,female,70_79,146.74171335440693
2009-07-01,female,70_79,119.32953938890132
2009-08-01,female,70_79,104.90224322228138
2009-09-01,female,70_79,112.04693654444758
2009-10-01,female,70_79,123.49083213387215
2009-11-01,female,70_79,103.04986177916838
2009-12-01,female,70_79,85.91993254396381
2010-01-01,female,70_79,100.76452939296874
2010-02-01,female,70_79,100.91682567122925
2010-03-01,female,70_79,109.8201630260787
2010-04-01,female,70_79,132.34287831537324
2010-05-01,female,70_79,127.26901217202257
2010-06-01,female,70_79,133.82806800237708
2010-07-01,female,70_79,136.3062590790269
2010-08-01,female,70_79,111.69109434784853
2010-09-01,female,70_79,111.69109434784853
2010-10-01,female,70_79,118.89556397032506
2010-11-01,female,70_79,119.27808500643722
2010-12-01,female,70_79,104.7876021986786
2011-01-01,female,70_79,104.25810707252269
2011-02-01,female,70_79,94.95019343418136
2011-03-01,female,70_79,89.96125846119799
2011-04-01,female,70_79,149.0089445727802
2011-05-01,female,70_79,153.19015659074248
2011-06-01,female,70_79,148.83049074694455
2011-07-01,female,70_79,134.55907382600466
2011-08-01,female,70_79,120.43745473433633
2011-09-01,female,70_79,112.87222221772379
2011-10-01,female,70_79,106.16683123410232
2011-11-01,female,70_79,99.8999184465792
2011-12-01,female,70_79,100.05313918039299
2012-01-01,female,70_79,111.06236982476777
2012-02-01,female,70_79,100.68270909348105
2012-03-01,female,70_79,113.61635113428295
2012-04-01,female,70_79,130.13597195053072
2012-05-01,female,70_79,135.6542877198123
2012-06-01,female,70_79,109.15436747462523
2012-07-01,female,70_79,139.11825795367022
2012-08-01,female,70_79,112.10033589789643
2012-09-01,female,70_79,144.6797312615795
2012-10-01,female,70_79,120.57317131506474
2012-11-01,female,70_79,101.72067516660972
2012-12-01,female,70_79,91.63709551939213
2013-01-01,female,70_79,116.94008117272624
2013-02-01,female,70_79,112.63992464421298
2013-03-01,female,70_79,124.00725648904182
2013-04-01,female,70_79,126.47050335535978
2013-05-01,female,70_79,147.52246230730958
2013-06-01,female,70_79,124.00725648904182
2013-07-01,female,70_79,110.0098708853431
2013-08-01,female,70_79,112.80269910179133
2013-09-01,female,70_79,124.19289609456435
2013-10-01,female,70_79,112.81537624023201
2013-11-01,female,70_79,98.621370585575
2013-12-01,female,70_79,107.47295562383624
2014-01-01,female,70_79,94.07527381052377
2014-02-01,female,70_79,80.08674986894634
2014-03-01,female,70_79,106.92141464809873
2014-04-01,female,70_79,145.5400927262829
2014-05-01,female,70_79,121.81969892288454
2014-06-01,female,70_79,113.1498465693472
2014-07-01,female,70_79,96.70132821492426
2014-08-01,female,70_79,142.40804579941013
2014-09-01,female,70_79,132.87321431996736
2014-10-01,female,70_79,102.76912670059976
2014-11-01,female,70_79,116.44156491551337
2014-12-01,female,70_79,92.38840683185231
2015-01-01,female,70_79,106.50073552803664
2015-02-01,female,70_79,86.66236322379453
2015-03-01,female,70_79,115.89785925109871
2015-04-01,female,70_79,96.222853421256
2015-05-01,female,70_79,115.89785925109871
2015-06-01,female,70_79,96.56953732002573
2015-07-01,female,70_79,123.20673325792475
2015-08-01,female,70_79,108.77718105925406
2015-09-01,female,70_79,100.23598637932861
2015-10-01,female,70_79,111.91431553506646
2015-11-01,female,70_79,99.55387561435371
2015-12-01,female,70_79,92.92711237250256
2016-01-01,female,70_79,105.4006287582919
2016-02-01,female,70_79,96.3835267002264
2016-03-01,female,70_79,113.93505810753237
2016-04-01,female,70_79,88.1389448730271
2016-05-01,female,70_79,108.71132614289714
2016-06-01,female,70_79,104.35705817652664
2016-07-01,female,70_79,95.31087894406598
2016-08-01,female,70_79,82.60862560785898
2016-09-01,female,70_79,79.31136421416025
2016-10-01,female,70_79,81.55296174463136
2016-11-01,female,70_79,89.74707003181291
2016-12-01,female,70_79,69.02282860675652
2017-01-01,female,70_79,89.04219624625212
2017-02-01,female,70_79,81.17443488800276
2017-03-01,female,70_79,99.51774874581119
2017-04-01,female,70_79,96.37508299594346
2017-05-01,female,70_79,114.7611791874124
2017-06-01,female,70_79,98.82696955924605
2017-07-01,female,70_79,108.94574599541434
2017-08-01,female,70_79,97.60439689934321
2017-09-01,female,70_79,72.2813122469576
2017-10-01,female,70_79,76.63563524945673
2017-11-01,female,70_79,91.13730674616393
2017-12-01,female,70_79,59.868613928035614
2018-01-01,female,70_79,77.091457859089
2018-02-01,female,70_79,80.13418810312817
2018-03-01,female,70_79,84.228801253196
2018-04-01,female,70_79,100.40652234026882
2018-05-01,female,70_79,96.12669734149891
2018-06-01,female,70_79,101.28779897536228
2018-07-01,female,70_79,70.50661386641907
2018-08-01,female,70_79,90.79437507447119
2018-09-01,female,70_79,99.34833364581151
2018-10-01,female,70_79,91.69211275664375
2018-11-01,female,70_79,113.01585990935159
2018-12-01,female,70_79,81.03023918028983
2019-01-01,female,70_79,79.57872289301108
2019-02-01,female,70_79,68.36276940376246
2019-03-01,female,70_79,92.49080566391392
2019-04-01,female,70_79,109.58149801485453
2019-05-01,female,70_79,110.78826607006398
2019-06-01,female,70_79,70.37343909210841
2019-07-01,female,70_79,101.53881926147072
2019-08-01,female,70_79,73.54898589337654
2019-09-01,female,70_79,89.47480113139498
2019-10-01,female,70_79,77.57690056140792
2019-11-01,female,70_79,95.68872793014033
2019-12-01,female,70_79,67.35743455958948
2020-01-01,female,70_79,92.25174073700893
2020-02-01,female,70_79,69.50912409698243
2020-03-01,female,70_79,74.34826803226099
2020-04-01,female,70_79,88.24079548757376
2020-05-01,female,70_79,86.41276179878798
2020-06-01,female,70_79,91.42482138885948
2020-07-01,female,70_79,103.28184017295565
2020-08-01,female,70_79,109.29825804710842
2020-09-01,female,70_79,90.38056315412511
2020-10-01,female,70_79,136.37213848079583
2020-11-01,female,70_79,88.51697951100905
2020-12-01,female,70_79,85.23258655049739
2021-01-01,female,70_79,80.30075187969925
2021-02-01,female,70_79,73.14092664092664
2021-03-01,female,70_79,92.0
2021-04-01,female,70_79,102.0
2021-05-01,female,70_79,113.0
2021-06-01,female,70_79,93.0
2009-01-01,female,80_99,78.37726255105754
2009-02-01,female,80_99,64.67672639090354
2009-03-01,female,80_99,84.39767495570538
2009-04-01,female,80_99,94.43918592916808
2009-05-01,female,80_99,98.58032307122521
2009-06-01,female,80_99,125.18602015522325
2009-07-01,female,80_99,92.66639074309278
2009-08-01,female,80_99,95.33502817906023
2009-09-01,female,80_99,107.52245205168063
2009-10-01,female,80_99,94.79618876648478
2009-11-01,female,80_99,97.47995970615433
2009-12-01,female,80_99,74.26096931842586
2010-01-01,female,80_99,71.19864394311786
2010-02-01,female,80_99,74.31919443139533
2010-03-01,female,80_99,74.19813655050076
2010-04-01,female,80_99,103.55526809599296
2010-05-01,female,80_99,111.57857211091705
2010-06-01,female,80_99,125.17317634316248
2010-07-01,female,80_99,122.58788532273547
2010-08-01,female,80_99,98.13577025303938
2010-09-01,female,80_99,108.14962436049238
2010-10-01,female,80_99,83.22761102829872
2010-11-01,female,80_99,100.59684103368114
2010-12-01,female,80_99,96.2616915325281
2011-01-01,female,80_99,72.34706945118155
2011-02-01,female,80_99,80.40682766499967
2011-03-01,female,80_99,86.6252911132607
2011-04-01,female,80_99,101.74484494494936
2011-05-01,female,80_99,140.4984777617039
2011-06-01,female,80_99,90.44446539980612
2011-07-01,female,80_99,119.91513390086655
2011-08-01,female,80_99,104.80203546656142
2011-09-01,female,80_99,103.31626452084521
2011-10-01,female,80_99,106.85571295998227
2011-11-01,female,80_99,90.44446539980612
2011-12-01,female,80_99,81.42308665619825
2012-01-01,female,80_99,80.15970111605658
2012-02-01,female,80_99,83.24276654359723
2012-03-01,female,80_99,84.62652736459668
2012-04-01,female,80_99,76.27766585090266
2012-05-01,female,80_99,104.34938046032461
2012-06-01,female,80_99,88.51738952209638
2012-07-01,female,80_99,101.49318782499155
2012-08-01,female,80_99,87.35352044698475
2012-09-01,female,80_99,98.93329059533473
2012-10-01,female,80_99,107.02971328791826
2012-11-01,female,80_99,88.38120892283162
2012-12-01,female,80_99,75.26443947827055
2013-01-01,female,80_99,81.71687641811306
2013-02-01,female,80_99,76.4358838637022
2013-03-01,female,80_99,103.29173495094892
2013-04-01,female,80_99,84.96557241656987
2013-05-01,female,80_99,101.76433589156787
2013-06-01,female,80_99,115.68674314506279
2013-07-01,female,80_99,119.29530418583843
2013-08-01,female,80_99,105.50982047316148
2013-09-01,female,80_99,103.44636329668387
2013-10-01,female,80_99,95.17641546352546
2013-11-01,female,80_99,98.57590040555118
2013-12-01,female,80_99,68.17254506762629
2014-01-01,female,80_99,84.43057047087014
2014-02-01,female,80_99,78.88847466445657
2014-03-01,female,80_99,100.20893275735234
2014-04-01,female,80_99,89.08954767125059
2014-05-01,female,80_99,97.43346668972889
2014-06-01,female,80_99,86.91591106505051
2014-07-01,female,80_99,83.9878053012656
2014-08-01,female,80_99,99.32042829288767
2014-09-01,female,80_99,120.65973536089363
2014-10-01,female,80_99,95.09623210646703
2014-11-01,female,80_99,92.16911341321207
2014-12-01,female,80_99,71.57780911239453
2015-01-01,female,80_99,74.53613204391159
2015-02-01,female,80_99,59.00777120143001
2015-03-01,female,80_99,94.20538911105493
2015-04-01,female,80_99,95.40258699913741
2015-05-01,female,80_99,101.451957504213
2015-06-01,female,80_99,98.86847800121606
2015-07-01,female,80_99,91.09971694255862
2015-08-01,female,80_99,89.18356565662327
2015-09-01,female,80_99,99.38150939188212
2015-10-01,female,80_99,82.96096063225623
2015-11-01,female,80_99,85.19818418441841
2015-12-01,female,80_99,83.85314854940054
2016-01-01,female,80_99,77.96866590657186
2016-02-01,female,80_99,67.97412166464184
2016-03-01,female,80_99,91.45460323926817
2016-04-01,female,80_99,90.77283853603764
2016-05-01,female,80_99,93.51203964582385
2016-06-01,female,80_99,86.1758938967373
2016-07-01,female,80_99,86.48983157942125
2016-08-01,female,80_99,69.90237011421732
2016-09-01,female,80_99,80.02047290411322
2016-10-01,female,80_99,79.14446422394849
2016-11-01,female,80_99,80.02047290411322
2016-12-01,female,80_99,67.85430961740961
2017-01-01,female,80_99,73.86704209397308
2017-02-01,female,80_99,72.24254907585245
2017-03-01,female,80_99,87.3919934632921
2017-04-01,female,80_99,89.4727552124181
2017-05-01,female,80_99,93.06233239514305
2017-06-01,female,80_99,97.10598445513575
2017-07-01,female,80_99,82.19008909047709
2017-08-01,female,80_99,80.2587850416148
2017-09-01,female,80_99,73.86704209397308
2017-10-01,female,80_99,67.76987435055773
2017-11-01,female,80_99,67.62475684659508
2017-12-01,female,80_99,52.156660245949396
2018-01-01,female,80_99,72.27449913181556
2018-02-01,female,80_99,55.3980764281212
2018-03-01,female,80_99,85.5282564411245
2018-04-01,female,80_99,89.86586534262514
2018-05-01,female,80_99,83.58988671819809
2018-06-01,female,80_99,80.31311885325105
2018-07-01,female,80_99,71.06521475341889
2018-08-01,female,80_99,84.6422646650434
2018-09-01,female,80_99,93.01005110512816
2018-10-01,female,80_99,82.39917388840043
2018-11-01,female,80_99,74.05495374780291
2018-12-01,female,80_99,83.44220140597513
2019-01-01,female,80_99,64.31336440959727
2019-02-01,female,80_99,67.19499397229261
2019-03-01,female,80_99,65.18917325670178
2019-04-01,female,80_99,67.19499397229261
2019-05-01,female,80_99,62.29370346233798
2019-06-01,female,80_99,87.25320112820084
2019-07-01,female,80_99,80.23282862363297
2019-08-01,female,80_99,69.35125124155275
2019-09-01,female,80_99,79.22991826583755
2019-10-01,female,80_99,63.31893913454682
2019-11-01,female,80_99,73.35190841643472
2019-12-01,female,80_99,62.18044218331555
2020-01-01,female,80_99,62.132396677903095
2020-02-01,female,80_99,66.44714644720192
2020-03-01,female,80_99,63.25856851704881
2020-04-01,female,80_99,51.10890694472674
2020-05-01,female,80_99,74.31061036367555
2020-06-01,female,80_99,75.30497453036921
2020-07-01,female,80_99,94.2007304471434
2020-08-01,female,80_99,77.16442813223449
2020-09-01,female,80_99,87.3155231827934
2020-10-01,female,80_99,102.21781388945348
2020-11-01,female,80_99,80.42176035243754
2020-12-01,female,80_99,67.14307382934689
2021-01-01,female,80_99,44.16541353383459
