date,age_group,gender_group,value
2017-08-01,80_99,male,0.0
2017-09-01,80_99,male,0.0
2017-10-01,80_99,male,0.0
2017-11-01,80_99,male,0.0
2017-12-01,80_99,male,0.0
2018-01-01,80_99,male,0.0
2018-02-01,80_99,male,0.0
2018-03-01,80_99,male,0.0
2018-04-01,80_99,male,0.0
2018-05-01,80_99,male,0.0
2018-06-01,80_99,male,0.0
2018-07-01,80_99,male,0.0
2018-08-01,80_99,male,0.0
2018-09-01,80_99,male,0.0
2018-10-01,80_99,male,0.0
2018-11-01,80_99,male,0.0
2018-12-01,80_99,male,0.0
2019-01-01,80_99,male,0.0
2019-02-01,80_99,male,0.0
2019-03-01,80_99,male,0.0
2019-04-01,80_99,male,0.0
2019-05-01,80_99,male,0.0
2019-06-01,80_99,male,0.0
2019-07-01,80_99,male,0.0
2019-08-01,80_99,male,0.0
2019-09-01,80_99,male,0.0
2019-10-01,80_99,male,0.0
2019-11-01,80_99,male,0.0
2019-12-01,80_99,male,0.0
2020-01-01,80_99,male,0.0
2020-02-01,80_99,male,0.0
2020-03-01,80_99,male,0.0
2020-04-01,80_99,male,0.0
2020-05-01,80_99,male,0.0
2020-06-01,80_99,male,0.0
2020-07-01,80_99,male,0.0
2020-08-01,80_99,male,0.0
2020-09-01,80_99,male,0.0
2020-10-01,80_99,male,0.0
2020-11-01,80_99,male,0.0
2020-12-01,80_99,male,0.0
2021-01-01,80_99,male,0.0
2021-02-01,80_99,male,0.0
2021-03-01,80_99,male,0.0
2021-04-01,80_99,male,0.0
2021-05-01,80_99,male,0.0
2021-06-01,80_99,male,0.0
2021-07-01,80_99,male,0.0
2008-01-01,total,female,3.7608621504594693
2008-02-01,total,female,3.777960559979732
2008-03-01,total,female,3.652891179284441
2008-04-01,total,female,3.827792013802975
2008-05-01,total,female,3.7521824996015085
2008-06-01,total,female,3.8061639484625
2008-07-01,total,female,3.846580410369488
2008-08-01,total,female,3.825587277374807
2008-09-01,total,female,3.8126515280662243
2008-10-01,total,female,3.8362454769170378
2008-11-01,total,female,4.002577785872336
2008-12-01,total,female,4.191466980634346
2009-01-01,total,female,4.206447779786384
2009-02-01,total,female,4.441392222762337
2009-03-01,total,female,4.7497521399288924
2009-04-01,total,female,4.547294367410128
2009-05-01,total,female,4.787531895257596
2009-06-01,total,female,4.738078055121946
2009-07-01,total,female,4.901616882477757
2009-08-01,total,female,4.934564689291005
2009-09-01,total,female,5.13710942699759
2009-10-01,total,female,5.058265025721081
2009-11-01,total,female,4.94128413162113
2009-12-01,total,female,4.880844080000303
2010-01-01,total,female,4.741613568430746
2010-02-01,total,female,4.487353015546721
2010-03-01,total,female,4.436504634189071
2010-04-01,total,female,4.659627519933505
2010-05-01,total,female,4.6197343447049
2010-06-01,total,female,4.683336940168272
2010-07-01,total,female,4.463255192805886
2010-08-01,total,female,4.651092582281298
2010-09-01,total,female,4.551284511079774
2010-10-01,total,female,4.682244514664648
2010-11-01,total,female,4.581960561060724
2010-12-01,total,female,4.363975820186942
2011-01-01,total,female,4.258864495602402
2011-02-01,total,female,4.325074191958216
2011-03-01,total,female,4.34377253821886
2011-04-01,total,female,4.158432745993598
2011-05-01,total,female,4.156805052662991
2011-06-01,total,female,4.337556221729594
2011-07-01,total,female,4.345433048980553
2011-08-01,total,female,4.179770030703871
2011-09-01,total,female,3.879979849823961
2011-10-01,total,female,3.9236432675105166
2011-11-01,total,female,4.032659994470466
2011-12-01,total,female,4.053410978487893
2012-01-01,total,female,4.231138398264815
2012-02-01,total,female,4.182597404990113
2012-03-01,total,female,4.221621552526178
2012-04-01,total,female,4.132279792772922
2012-05-01,total,female,4.104533305190196
2012-06-01,total,female,3.9506725805556315
2012-07-01,total,female,4.047652614957009
2012-08-01,total,female,3.8491961710647846
2012-09-01,total,female,3.94328847143242
2012-10-01,total,female,3.923955540806197
2012-11-01,total,female,3.823620834285115
2012-12-01,total,female,3.932968097089357
2013-01-01,total,female,3.7872986226854746
2013-02-01,total,female,3.8611430934962736
2013-03-01,total,female,3.562694240512358
2013-04-01,total,female,3.8238887216591424
2013-05-01,total,female,3.7836001159750614
2013-06-01,total,female,3.575924473278887
2013-07-01,total,female,3.3113224993636314
2013-08-01,total,female,3.6994496051486
2013-09-01,total,female,3.591754014701418
2013-10-01,total,female,3.739515282204442
2013-11-01,total,female,3.7162591889965855
2013-12-01,total,female,3.5182196349230965
2014-01-01,total,female,3.474497928287042
2014-02-01,total,female,3.379969425220623
2014-03-01,total,female,3.5106441233470034
2014-04-01,total,female,3.323450691523753
2014-05-01,total,female,3.406633108615471
2014-06-01,total,female,3.4695652531745296
2014-07-01,total,female,3.587993633280044
2014-08-01,total,female,3.1861099901976853
2014-09-01,total,female,3.3405055899155633
2014-10-01,total,female,3.287170619865916
2014-11-01,total,female,3.070455556075766
2014-12-01,total,female,3.231876612052534
2015-01-01,total,female,3.2910902592337323
2015-02-01,total,female,3.2133200934750565
2015-03-01,total,female,3.098254448698756
2015-04-01,total,female,3.1523053243523806
2015-05-01,total,female,3.0278559645525718
2015-06-01,total,female,3.0289318758096218
2015-07-01,total,female,3.1524995326392213
2015-08-01,total,female,3.191685821256496
2015-09-01,total,female,3.1227366939696943
2015-10-01,total,female,2.8400967710755474
2015-11-01,total,female,3.041132395931922
2015-12-01,total,female,2.911812262031922
2016-01-01,total,female,2.904284364782084
2016-02-01,total,female,2.9084510821401066
2016-03-01,total,female,2.9842341134840034
2016-04-01,total,female,2.993460017164477
2016-05-01,total,female,2.8502181931957935
2016-06-01,total,female,2.921844020638478
2016-07-01,total,female,2.7735597409413253
2016-08-01,total,female,2.7918144604256554
2016-09-01,total,female,2.6013315242681014
2016-10-01,total,female,2.7624887481324176
2016-11-01,total,female,2.795246431429597
2016-12-01,total,female,2.645316922639822
2017-01-01,total,female,2.704813120307246
2017-02-01,total,female,2.6962802226399605
2017-03-01,total,female,2.6839098506807484
2017-04-01,total,female,2.632608897638192
2017-05-01,total,female,2.897705776799972
2017-06-01,total,female,2.643560034471549
2017-07-01,total,female,2.514057615122937
2017-08-01,total,female,2.496759266959289
2017-09-01,total,female,2.6996529341373163
2017-10-01,total,female,2.6322695583176667
2017-11-01,total,female,2.468570973493419
2017-12-01,total,female,2.596339657926297
2018-01-01,total,female,2.261078479830113
2018-02-01,total,female,2.405086128001905
2018-03-01,total,female,2.3000891765906215
2018-04-01,total,female,2.180209348135935
2018-05-01,total,female,2.0355860378961816
2018-06-01,total,female,2.2953094475965363
2018-07-01,total,female,2.311098844359744
2018-08-01,total,female,2.2515558719427204
2018-09-01,total,female,2.1528945805339705
2018-10-01,total,female,2.0828254398998496
2018-11-01,total,female,2.329668406249337
2018-12-01,total,female,2.270651823695376
2019-01-01,total,female,2.4209709578871967
2019-02-01,total,female,2.207779257501163
2019-03-01,total,female,2.252136606348215
2019-04-01,total,female,2.345577401876163
2019-05-01,total,female,2.1542889687918416
2019-06-01,total,female,1.9988800214191675
2019-07-01,total,female,2.115611514036497
2019-08-01,total,female,1.985455295921657
2019-09-01,total,female,2.10505682395786
2019-10-01,total,female,2.248076837264732
2019-11-01,total,female,2.200264189141512
2019-12-01,total,female,2.040517263754066
2020-01-01,total,female,2.1743467396429383
2020-02-01,total,female,2.20511075176769
2020-03-01,total,female,2.411249213436279
2020-04-01,total,female,2.409685057339585
2020-05-01,total,female,2.4653304118144974
2020-06-01,total,female,2.4982413781504516
2020-07-01,total,female,2.741700406652033
2020-08-01,total,female,2.712397837176196
2020-09-01,total,female,2.6570385138225485
2020-10-01,total,female,2.6115174287028955
2020-11-01,total,female,2.576858762123617
2020-12-01,total,female,2.719163179945195
2021-01-01,total,female,2.6313811438813506
2021-02-01,total,female,2.7035319806423574
2021-03-01,total,female,2.5725917461807173
2021-04-01,total,female,2.5766493016178202
2021-05-01,total,female,2.6648965642454265
2021-06-01,total,female,2.6899123848877817
2021-07-01,total,female,2.4718025956226777
2008-01-01,0_19,female,1.660599450085816
2008-02-01,0_19,female,1.5679467482475082
2008-03-01,0_19,female,1.3555075232379568
2008-04-01,0_19,female,1.5644695363243106
2008-05-01,0_19,female,1.5198948824954082
2008-06-01,0_19,female,1.5887365812654632
2008-07-01,0_19,female,1.808940149901768
2008-08-01,0_19,female,1.7119163155834713
2008-09-01,0_19,female,1.7312846388911125
2008-10-01,0_19,female,1.7258954961916084
2008-11-01,0_19,female,1.919353786411232
2008-12-01,0_19,female,1.8729375123786118
2009-01-01,0_19,female,1.8412023265507806
2009-02-01,0_19,female,2.1107160225076034
2009-03-01,0_19,female,2.2778309935660763
2009-04-01,0_19,female,2.1398349525628975
2009-05-01,0_19,female,2.0699787501301503
2009-06-01,0_19,female,2.0738909963691237
2009-07-01,0_19,female,1.9357808246578694
2009-08-01,0_19,female,2.092494479817957
2009-09-01,0_19,female,2.0504018375872346
2009-10-01,0_19,female,2.104343154797326
2009-11-01,0_19,female,1.9392901592456397
2009-12-01,0_19,female,2.108376057352141
2010-01-01,0_19,female,1.8084983911025931
2010-02-01,0_19,female,1.7335927621562812
2010-03-01,0_19,female,1.9820392257037625
2010-04-01,0_19,female,1.9328625281538332
2010-05-01,0_19,female,2.2798470654119876
2010-06-01,0_19,female,2.216337801231604
2010-07-01,0_19,female,1.9645201954335685
2010-08-01,0_19,female,2.000060139293577
2010-09-01,0_19,female,2.1927042291975143
2010-10-01,0_19,female,2.1820715404516386
2010-11-01,0_19,female,2.0545935722322892
2010-12-01,0_19,female,1.891586847085859
2011-01-01,0_19,female,1.9083405134620544
2011-02-01,0_19,female,1.8056829839063857
2011-03-01,0_19,female,1.9688089261414468
2011-04-01,0_19,female,1.8046130434470136
2011-05-01,0_19,female,1.7431719775508685
2011-06-01,0_19,female,1.7384305073304982
2011-07-01,0_19,female,1.9155522457441672
2011-08-01,0_19,female,1.9156116451723575
2011-09-01,0_19,female,1.6317527541507963
2011-10-01,0_19,female,1.6156270068750356
2011-11-01,0_19,female,1.7808814860420439
2011-12-01,0_19,female,1.909556975536907
2012-01-01,0_19,female,2.048314552999788
2012-02-01,0_19,female,2.0863901617945633
2012-03-01,0_19,female,1.9043633750364126
2012-04-01,0_19,female,1.9747004224732363
2012-05-01,0_19,female,1.7910904848132896
2012-06-01,0_19,female,1.8464688002012746
2012-07-01,0_19,female,1.945920092891046
2012-08-01,0_19,female,1.712600690312335
2012-09-01,0_19,female,1.7520089672041361
2012-10-01,0_19,female,1.8528217935662772
2012-11-01,0_19,female,1.5484663508941396
2012-12-01,0_19,female,1.613992735410004
2013-01-01,0_19,female,1.4635883097079836
2013-02-01,0_19,female,1.5053584053214002
2013-03-01,0_19,female,1.4646271276591576
2013-04-01,0_19,female,1.7850508872159576
2013-05-01,0_19,female,1.620700402370457
2013-06-01,0_19,female,1.4268697283959064
2013-07-01,0_19,female,1.215929157460677
2013-08-01,0_19,female,1.4987735358866645
2013-09-01,0_19,female,1.4238751411595099
2013-10-01,0_19,female,1.4381460668012775
2013-11-01,0_19,female,1.6129085650996846
2013-12-01,0_19,female,1.3993928402802622
2014-01-01,0_19,female,1.4134578286351722
2014-02-01,0_19,female,1.2988202669733988
2014-03-01,0_19,female,1.3879480402985624
2014-04-01,0_19,female,1.1319158277500945
2014-05-01,0_19,female,1.3481932137607948
2014-06-01,0_19,female,1.4597098709660958
2014-07-01,0_19,female,1.4783418070362435
2014-08-01,0_19,female,1.330948987475752
2014-09-01,0_19,female,1.4027867189011127
2014-10-01,0_19,female,1.3011837481064321
2014-11-01,0_19,female,1.4488694493453271
2014-12-01,0_19,female,1.4494388186366165
2015-01-01,0_19,female,1.6338878510796793
2015-02-01,0_19,female,1.4422259808157722
2015-03-01,0_19,female,1.175784080017115
2015-04-01,0_19,female,1.2673706454787061
2015-05-01,0_19,female,1.2189237052329802
2015-06-01,0_19,female,1.2092639816405097
2015-07-01,0_19,female,1.3890375402520305
2015-08-01,0_19,female,1.2465625870664616
2015-09-01,0_19,female,1.326072881911406
2015-10-01,0_19,female,1.3202649855454707
2015-11-01,0_19,female,1.1971898903413833
2015-12-01,0_19,female,1.103578464253897
2016-01-01,0_19,female,1.086542131967363
2016-02-01,0_19,female,1.227546834201566
2016-03-01,0_19,female,1.387004567963855
2016-04-01,0_19,female,1.1759144230682774
2016-05-01,0_19,female,1.2039487802091544
2016-06-01,0_19,female,1.2373976630797423
2016-07-01,0_19,female,0.9613669907938932
2016-08-01,0_19,female,1.151623972941052
2016-09-01,0_19,female,0.9587506197847592
2016-10-01,0_19,female,1.097886788113036
2016-11-01,0_19,female,0.9372165109657709
2016-12-01,0_19,female,1.0184008710488155
2017-01-01,0_19,female,0.9894910585104384
2017-02-01,0_19,female,1.0618474484399236
2017-03-01,0_19,female,1.1824664357441013
2017-04-01,0_19,female,1.2441399515139533
2017-05-01,0_19,female,1.2705056158012362
2017-06-01,0_19,female,1.0406328778102576
2017-07-01,0_19,female,1.097910034245942
2017-08-01,0_19,female,1.0213035634087209
2017-09-01,0_19,female,1.102097365810652
2017-10-01,0_19,female,0.9063684298803083
2017-11-01,0_19,female,1.1111186305367518
2017-12-01,0_19,female,1.2594599172095944
2018-01-01,0_19,female,0.9753351912429882
2018-02-01,0_19,female,0.9099355387154211
2018-03-01,0_19,female,0.7374010508573313
2018-04-01,0_19,female,0.7530621091325322
2018-05-01,0_19,female,0.7050386873465516
2018-06-01,0_19,female,0.8910182367608056
2018-07-01,0_19,female,0.879603588000105
2018-08-01,0_19,female,0.8468751987572435
2018-09-01,0_19,female,0.7464438513868458
2018-10-01,0_19,female,0.6996998272634214
2018-11-01,0_19,female,0.7316267561192205
2018-12-01,0_19,female,0.7768741642538715
2019-01-01,0_19,female,0.8230482659860856
2019-02-01,0_19,female,0.815095038431959
2019-03-01,0_19,female,0.7542889315285223
2019-04-01,0_19,female,0.8162260084541217
2019-05-01,0_19,female,0.7609308497864646
2019-06-01,0_19,female,0.8904283040598558
2019-07-01,0_19,female,0.8555957796338934
2019-08-01,0_19,female,0.7873526041813877
2019-09-01,0_19,female,0.9977517663158629
2019-10-01,0_19,female,1.1275404668901248
2019-11-01,0_19,female,0.9559437095888675
2019-12-01,0_19,female,0.797211755821148
2020-01-01,0_19,female,0.7787500023756325
2020-02-01,0_19,female,0.8852593976802107
2020-03-01,0_19,female,0.956048978549466
2020-04-01,0_19,female,1.0851021347703957
2020-05-01,0_19,female,1.092952922239488
2020-06-01,0_19,female,0.9073435937597405
2020-07-01,0_19,female,1.1777045999890128
2020-08-01,0_19,female,1.1022756953699588
2020-09-01,0_19,female,0.9980944178136468
2020-10-01,0_19,female,0.9698874173509034
2020-11-01,0_19,female,1.0570827791059756
2020-12-01,0_19,female,1.132398213139588
2021-01-01,0_19,female,1.1860363921152377
2021-02-01,0_19,female,1.1301901692215641
2021-03-01,0_19,female,1.1455507692812306
2021-04-01,0_19,female,1.0253250827417164
2021-05-01,0_19,female,1.0653386512320902
2021-06-01,0_19,female,1.1289281635461004
2021-07-01,0_19,female,0.9569184074278013
2008-01-01,20_29,female,5.897954334670105
2008-02-01,20_29,female,5.841379453804832
2008-03-01,20_29,female,5.432498283069684
2008-04-01,20_29,female,5.871498711498028
2008-05-01,20_29,female,5.804070970875621
2008-06-01,20_29,female,5.922768083863427
2008-07-01,20_29,female,6.275614813273687
2008-08-01,20_29,female,6.124553539781746
2008-09-01,20_29,female,6.078963782867975
2008-10-01,20_29,female,5.971556451861812
2008-11-01,20_29,female,6.459229726801867
2008-12-01,20_29,female,6.48094871119507
2009-01-01,20_29,female,6.571645021428091
2009-02-01,20_29,female,7.094854340745255
2009-03-01,20_29,female,7.564301974790571
2009-04-01,20_29,female,7.195907390074223
2009-05-01,20_29,female,7.120317227577838
2009-06-01,20_29,female,7.253450936224146
2009-07-01,20_29,female,7.1889766706016225
2009-08-01,20_29,female,7.362887426845605
2009-09-01,20_29,female,7.540056726972001
2009-10-01,20_29,female,7.669276952958781
2009-11-01,20_29,female,7.170960168134862
2009-12-01,20_29,female,7.478033877563117
2010-01-01,20_29,female,6.873590140276446
2010-02-01,20_29,female,6.501667963980307
2010-03-01,20_29,female,6.796539414351497
2010-04-01,20_29,female,6.8084429724510915
2010-05-01,20_29,female,7.454559761323977
2010-06-01,20_29,female,7.149206849157842
2010-07-01,20_29,female,6.553929055820268
2010-08-01,20_29,female,6.860417269953706
2010-09-01,20_29,female,7.135780577475956
2010-10-01,20_29,female,7.312555043505484
2010-11-01,20_29,female,7.124672965714127
2010-12-01,20_29,female,6.518686616024681
2011-01-01,20_29,female,6.451092936048191
2011-02-01,20_29,female,6.299078649669874
2011-03-01,20_29,female,6.592234807194822
2011-04-01,20_29,female,6.421310107407287
2011-05-01,20_29,female,6.183578172315766
2011-06-01,20_29,female,6.39947983640789
2011-07-01,20_29,female,6.721879793269279
2011-08-01,20_29,female,6.520932104975171
2011-09-01,20_29,female,5.632380130149822
2011-10-01,20_29,female,5.576016688299817
2011-11-01,20_29,female,5.899391979812809
2011-12-01,20_29,female,6.384421194248051
2012-01-01,20_29,female,6.92442023671376
2012-02-01,20_29,female,6.789947914561364
2012-03-01,20_29,female,6.616469825011825
2012-04-01,20_29,female,6.495852032394819
2012-05-01,20_29,female,6.1724317654223855
2012-06-01,20_29,female,5.959250745487166
2012-07-01,20_29,female,6.113454875005208
2012-08-01,20_29,female,5.858355705127098
2012-09-01,20_29,female,6.241088846349457
2012-10-01,20_29,female,6.126974976169124
2012-11-01,20_29,female,5.59240753695712
2012-12-01,20_29,female,5.754171063886982
2013-01-01,20_29,female,5.246076144359894
2013-02-01,20_29,female,5.532712045015243
2013-03-01,20_29,female,5.298373466753214
2013-04-01,20_29,female,5.952840711652727
2013-05-01,20_29,female,5.670275592936895
2013-06-01,20_29,female,5.429571936291848
2013-07-01,20_29,female,4.879339904224505
2013-08-01,20_29,female,5.349148721016333
2013-09-01,20_29,female,5.1591447746282375
2013-10-01,20_29,female,5.330219344603341
2013-11-01,20_29,female,5.631865971958997
2013-12-01,20_29,female,5.112608056944371
2014-01-01,20_29,female,5.06285991147004
2014-02-01,20_29,female,4.877953567763563
2014-03-01,20_29,female,4.979244032718417
2014-04-01,20_29,female,4.382092993669844
2014-05-01,20_29,female,5.039463367153762
2014-06-01,20_29,female,5.224747262783788
2014-07-01,20_29,female,5.050280453653383
2014-08-01,20_29,female,4.758068673491025
2014-09-01,20_29,female,4.937740148032608
2014-10-01,20_29,female,5.01651742897
2014-11-01,20_29,female,4.9947324059692075
2014-12-01,20_29,female,4.7937932286783695
2015-01-01,20_29,female,5.498931552535125
2015-02-01,20_29,female,4.983694003493357
2015-03-01,20_29,female,4.558075999313276
2015-04-01,20_29,female,4.784863805801454
2015-05-01,20_29,female,4.547043929716832
2015-06-01,20_29,female,4.420226507142143
2015-07-01,20_29,female,5.157833027919754
2015-08-01,20_29,female,4.642348827691511
2015-09-01,20_29,female,4.794540224094015
2015-10-01,20_29,female,4.5655602561063695
2015-11-01,20_29,female,4.526270249527137
2015-12-01,20_29,female,4.516807097984283
2016-01-01,20_29,female,4.1818546146117095
2016-02-01,20_29,female,4.477224256133125
2016-03-01,20_29,female,4.625823601945384
2016-04-01,20_29,female,4.654522074981508
2016-05-01,20_29,female,4.531959522507946
2016-06-01,20_29,female,4.592750361301683
2016-07-01,20_29,female,4.024769150731423
2016-08-01,20_29,female,4.475200098181627
2016-09-01,20_29,female,3.855975951937063
2016-10-01,20_29,female,4.090982509608603
2016-11-01,20_29,female,3.933960772100205
2016-12-01,20_29,female,3.9691495009274482
2017-01-01,20_29,female,3.8573689843374055
2017-02-01,20_29,female,4.043514422992319
2017-03-01,20_29,female,4.337357976712531
2017-04-01,20_29,female,4.199853126771497
2017-05-01,20_29,female,4.247723953025417
2017-06-01,20_29,female,3.7996102411480654
2017-07-01,20_29,female,3.8703896493080685
2017-08-01,20_29,female,3.714587979237163
2017-09-01,20_29,female,3.9129047117079763
2017-10-01,20_29,female,3.618937616784403
2017-11-01,20_29,female,3.704745066117123
2017-12-01,20_29,female,4.140219732550542
2018-01-01,20_29,female,3.6725595371193305
2018-02-01,20_29,female,3.5114191304457223
2018-03-01,20_29,female,3.1747007861101375
2018-04-01,20_29,female,3.0119016998679893
2018-05-01,20_29,female,2.9547281057021646
2018-06-01,20_29,female,3.6419507280207384
2018-07-01,20_29,female,3.499316078834181
2018-08-01,20_29,female,3.198200706109698
2018-09-01,20_29,female,3.1069044601800906
2018-10-01,20_29,female,2.9162880553370787
2018-11-01,20_29,female,3.4225674703053164
2018-12-01,20_29,female,3.3622003751852536
2019-01-01,20_29,female,3.2142935124366305
2019-02-01,20_29,female,3.0290607097609548
2019-03-01,20_29,female,3.284188189072749
2019-04-01,20_29,female,3.3922412223923457
2019-05-01,20_29,female,3.1852504868256375
2019-06-01,20_29,female,3.027248710853485
2019-07-01,20_29,female,3.0095630945713534
2019-08-01,20_29,female,2.8918836995202586
2019-09-01,20_29,female,3.4068846624801763
2019-10-01,20_29,female,3.6797571719400692
2019-11-01,20_29,female,3.401384362275251
2019-12-01,20_29,female,2.92202115938936
2020-01-01,20_29,female,3.290036666080662
2020-02-01,20_29,female,3.479691770157733
2020-03-01,20_29,female,3.5776487503628323
2020-04-01,20_29,female,3.928858970803985
2020-05-01,20_29,female,3.9599800614027654
2020-06-01,20_29,female,3.81323477903509
2020-07-01,20_29,female,4.370435048577371
2020-08-01,20_29,female,4.321930395316007
2020-09-01,20_29,female,4.000727859946589
2020-10-01,20_29,female,3.9688430355236695
2020-11-01,20_29,female,3.9432497275390426
2020-12-01,20_29,female,4.2659355348460295
2021-01-01,20_29,female,4.1705492329673035
2021-02-01,20_29,female,4.170382466719991
2021-03-01,20_29,female,4.065140992331587
2021-04-01,20_29,female,3.8118533165751587
2021-05-01,20_29,female,3.917319453058468
2021-06-01,20_29,female,4.006179078195776
2021-07-01,20_29,female,3.6402026759519077
2008-01-01,30_39,female,4.498595966309081
2008-02-01,30_39,female,4.635223129137717
2008-03-01,30_39,female,4.595609940972776
2008-04-01,30_39,female,4.677315511372191
2008-05-01,30_39,female,4.631816409135296
2008-06-01,30_39,female,4.681210154556696
2008-07-01,30_39,female,4.623566677275226
2008-08-01,30_39,female,4.664644716202327
2008-09-01,30_39,female,4.660111967127806
2008-10-01,30_39,female,4.66608636024987
2008-11-01,30_39,female,4.664241321611017
2008-12-01,30_39,female,4.867749173661119
2009-01-01,30_39,female,4.994042513182374
2009-02-01,30_39,female,5.124579953006686
2009-03-01,30_39,female,5.440685356383847
2009-04-01,30_39,female,5.314488934401821
2009-05-01,30_39,female,5.554066496999252
2009-06-01,30_39,female,5.543426241463502
2009-07-01,30_39,female,5.892100319641044
2009-08-01,30_39,female,5.769723204922702
2009-09-01,30_39,female,6.061149803371942
2009-10-01,30_39,female,5.9198493409165645
2009-11-01,30_39,female,5.916028454864284
2009-12-01,30_39,female,5.814109367520209
2010-01-01,30_39,female,5.892554580094075
2010-02-01,30_39,female,5.502024254543158
2010-03-01,30_39,female,5.266259364492916
2010-04-01,30_39,female,5.401907383920694
2010-05-01,30_39,female,5.370577651162332
2010-06-01,30_39,female,5.2710776127465575
2010-07-01,30_39,female,5.106255485346046
2010-08-01,30_39,female,5.381364672684949
2010-09-01,30_39,female,5.14275410259824
2010-10-01,30_39,female,5.420328553917359
2010-11-01,30_39,female,5.525353013005588
2010-12-01,30_39,female,5.311058464509383
2011-01-01,30_39,female,4.983280571195466
2011-02-01,30_39,female,5.113512470053077
2011-03-01,30_39,female,4.995908210840705
2011-04-01,30_39,female,5.182966491878828
2011-05-01,30_39,female,4.936532546624306
2011-06-01,30_39,female,5.408183091291092
2011-07-01,30_39,female,5.039547995932882
2011-08-01,30_39,female,4.945518812002987
2011-09-01,30_39,female,4.5352320245521405
2011-10-01,30_39,female,4.572562657986887
2011-11-01,30_39,female,4.549166855115624
2011-12-01,30_39,female,4.617052547039862
2012-01-01,30_39,female,4.8860771257815205
2012-02-01,30_39,female,4.710999327897371
2012-03-01,30_39,female,5.015691090392404
2012-04-01,30_39,female,4.711644757534132
2012-05-01,30_39,female,4.860213405713453
2012-06-01,30_39,female,4.426614961364664
2012-07-01,30_39,female,4.672682685061081
2012-08-01,30_39,female,4.480348529151769
2012-09-01,30_39,female,4.924782605687301
2012-10-01,30_39,female,4.5471714071095
2012-11-01,30_39,female,4.654436914979849
2012-12-01,30_39,female,4.712872906823939
2013-01-01,30_39,female,4.5186101703751875
2013-02-01,30_39,female,4.762183413597228
2013-03-01,30_39,female,4.346829627930088
2013-04-01,30_39,female,4.432478312745028
2013-05-01,30_39,female,4.48103319814479
2013-06-01,30_39,female,4.415652299831033
2013-07-01,30_39,female,4.176460958863002
2013-08-01,30_39,female,4.520142202280411
2013-09-01,30_39,female,4.285428427787356
2013-10-01,30_39,female,4.4798914870157205
2013-11-01,30_39,female,4.16781048587901
2013-12-01,30_39,female,4.035619229198894
2014-01-01,30_39,female,4.1275229790998615
2014-02-01,30_39,female,4.02082393243266
2014-03-01,30_39,female,4.053043903844102
2014-04-01,30_39,female,3.852379216168439
2014-05-01,30_39,female,4.044490410217217
2014-06-01,30_39,female,4.0070048097197635
2014-07-01,30_39,female,3.9506603423373177
2014-08-01,30_39,female,3.6711050282272177
2014-09-01,30_39,female,3.9648288996996084
2014-10-01,30_39,female,4.0490631731678395
2014-11-01,30_39,female,3.6980556010478804
2014-12-01,30_39,female,3.6992749496941353
2015-01-01,30_39,female,3.83115039188496
2015-02-01,30_39,female,3.6983869669559106
2015-03-01,30_39,female,3.8388527957972816
2015-04-01,30_39,female,3.9455481978867417
2015-05-01,30_39,female,3.646390871703736
2015-06-01,30_39,female,3.6111054165838397
2015-07-01,30_39,female,3.8962420911322866
2015-08-01,30_39,female,3.7140665845762317
2015-09-01,30_39,female,3.562547103327627
2015-10-01,30_39,female,3.3743826135275534
2015-11-01,30_39,female,3.745012412651518
2015-12-01,30_39,female,3.7285561637092237
2016-01-01,30_39,female,3.4126844327252273
2016-02-01,30_39,female,3.4973889764071506
2016-03-01,30_39,female,3.3986515251694613
2016-04-01,30_39,female,3.788493536244556
2016-05-01,30_39,female,3.624047271688215
2016-06-01,30_39,female,3.7286526448322896
2016-07-01,30_39,female,3.5903189693229263
2016-08-01,30_39,female,3.6126818853269524
2016-09-01,30_39,female,3.291515757789159
2016-10-01,30_39,female,3.3343463215058446
2016-11-01,30_39,female,3.502157679056775
2016-12-01,30_39,female,3.323764503217501
2017-01-01,30_39,female,3.3475845566593776
2017-02-01,30_39,female,3.290295128087209
2017-03-01,30_39,female,3.2455281332939623
2017-04-01,30_39,female,3.0570117675791875
2017-05-01,30_39,female,3.1040594248293396
2017-06-01,30_39,female,3.0360687131924182
2017-07-01,30_39,female,2.980700003352833
2017-08-01,30_39,female,3.027780429056715
2017-09-01,30_39,female,3.1038597479036425
2017-10-01,30_39,female,3.119583183030669
2017-11-01,30_39,female,2.79029047094891
2017-12-01,30_39,female,2.8850123694213528
2018-01-01,30_39,female,2.82066499717408
2018-02-01,30_39,female,2.9518333842455124
2018-03-01,30_39,female,2.901666161109768
2018-04-01,30_39,female,2.538468196322962
2018-05-01,30_39,female,2.518707410761886
2018-06-01,30_39,female,2.81850098887635
2018-07-01,30_39,female,2.7135155221014142
2018-08-01,30_39,female,2.4849980859847727
2018-09-01,30_39,female,2.637098327272062
2018-10-01,30_39,female,2.6618882415535063
2018-11-01,30_39,female,3.0953135453004728
2018-12-01,30_39,female,2.913796796831115
2019-01-01,30_39,female,2.8444710500542283
2019-02-01,30_39,female,2.5417353120472246
2019-03-01,30_39,female,2.7768118184161055
2019-04-01,30_39,female,2.8248948401763623
2019-05-01,30_39,female,2.710363241196263
2019-06-01,30_39,female,2.1531207626602415
2019-07-01,30_39,female,2.3978451823809297
2019-08-01,30_39,female,2.269301875414804
